Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,Assists,Clearances,Fouls
493,Craig Dawson,ENG,DF,West Ham,Premier League,32,1990,31,2508,0.07,0.79,0.07,4.7,1.33
494,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,30,1991,26,1841,0.54,3.02,0.29,0.78,1.02
495,Konrad De La Fuente,USA,FW-DF,Marseille,Ligue 1,20,2001,16,785,0,1.72,0.23,0.46,0.34
496,Sebastien De Maio,FRA,DF,Udinese,Serie A,35,1987,2,180,0,0,0,3,2.5
497,Tommaso De Nipoti,ITA,MF,Atalanta,Serie A,18,2003,1,6,0,0,0,0,0
498,Rodrigo De Paul,ARG,MF,FALSE,La Liga,27,1994,32,1916,0.05,0.89,0.05,0.85,2.21
499,Mattia De Sciglio,ITA,DF,Juventus,Serie A,29,1992,19,1078,0.08,0.5,0.08,2.83,1.17
500,Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,33,1988,28,2039,0.13,0.48,0.04,2.29,1.19
501,Saulo Decarli,SUI,DF,Bochum,Bundesliga,30,1992,1,9,0,10,0,0,0
502,Troy Deeney,ENG,FW,Watford,Premier League,33,1988,2,25,0,6.67,0,10,0
503,Alessandro Deiola,ITA,MF,Cagliari,Serie A,26,1995,31,2002,0.18,1.13,0.05,1.58,2.07
504,Romain Del Castillo,FRA,FW-MF,Brest,Ligue 1,26,1996,18,895,0,1.11,0.4,0.4,1.52
505,Thomas Delaine,FRA,DF,Metz,Ligue 1,30,1992,27,2247,0.04,0.72,0.08,1.12,0.96
506,Thomas Delaney,DEN,MF,Dortmund,Bundesliga,30,1991,1,18,0,0,0,0,0
507,Liam Delap,ENG,FW,Manchester City,Premier League,19,2003,1,10,0,0,0,0,10
508,Sacha Delaye,FRA,FW-MF,Montpellier,Ligue 1,20,2002,8,117,0,2.31,0.77,0.77,2.31
509,Filippo Delli Carri,ITA,DF,Salernitana,Serie A,23,1999,5,334,0,1.08,0,3.51,0.54
510,Andy Delort,ALG,FW,Nice,Ligue 1,30,1991,29,2178,0.45,3.47,0.04,0.45,1.36
511,Fabian Delph,ENG,MF,Everton,Premier League,32,1989,9,492,0,0.18,0,1.64,1.64
512,Yusuf Demir,AUT,FW,Barcelona,La Liga,18,2003,6,192,0,0.48,0,0.48,0.48
513,Merih Demiral,TUR,DF,Atalanta,Serie A,24,1998,25,1851,0.05,1.12,0.05,4.08,1.36
514,Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,28,1993,29,2049,0.04,1.58,0.18,0.96,1.62
515,Ermedin Demirovi?,BIH,FW,Freiburg,Bundesliga,24,1998,29,852,0.21,2.63,0.32,0.74,3.05
516,Diego Demme,GER,MF,Napoli,Serie A,30,1991,17,605,0,0.15,0,0.6,3.28
517,Jason Denayer,BEL,DF,Lyon,Ligue 1,26,1995,15,1002,0.27,0.54,0,4.05,0.72
518,Leander Dendoncker,BEL,MF,Wolves,Premier League,27,1995,27,1681,0.05,0.96,0.11,1.71,0.96
519,Emmanuel Dennis,NGA,FW-MF,Watford,Premier League,24,1997,32,2509,0.36,2.19,0.22,0.5,2.37
520,Fabio Depaoli,ITA,DF,Hellas Verona,Serie A,25,1997,15,602,0.15,1.04,0.15,2.54,2.84
521,Memphis Depay,NED,FW,Barcelona,La Liga,28,1994,24,1633,0.61,2.82,0.11,0.11,1.1
522,Mike van der Hoorn,NED,DF,Arminia,Bundesliga,29,1992,1,14,0,0,0,5,0
523,Arthur Desmas,FRA,GK,Clermont Foot,Ligue 1,28,1994,15,1304,0,0,0,0,0
524,Mattia Destro,ITA,FW,Genoa,Serie A,31,1991,25,1659,0.49,2.88,0.05,0.87,2.28
525,Gerard Deulofeu,ESP,FW-MF,Udinese,Serie A,28,1994,31,2391,0.45,2.71,0.15,0.15,0.94
526,Kiernan Dewsbury Hall,ENG,MF,Leicester City,Premier League,23,1998,23,1683,0.05,1.07,0.16,1.23,1.28
527,Jacopo Dezi,ITA,MF,Venezia,Serie A,30,1992,1,16,0,5,0,0,0
528,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,33,1988,1,36,0,2.5,0,0,2.5
529,Federico Di Francesco,ITA,FW-MF,Empoli,Serie A,27,1994,24,1336,0.34,1.69,0,0.54,2.36
530,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,28,1993,31,2689,0.03,0.6,0.13,1.17,1.47
531,Francesco Di Mariano,ITA,FW,Venezia,Serie A,26,1996,1,62,0,0,0,0,1.43
532,Francesco Di Tacchio,ITA,MF,Salernitana,Serie A,32,1990,18,1255,0,1.01,0,1.65,2.16
533,Boulaye Dia,SEN,FW,Villarreal,La Liga,25,1996,22,1109,0.41,2.93,0.33,0.33,1.79
534,Moussa Diaby,FRA,FW-MF,Leverkusen,Bundesliga,22,1999,30,2580,0.42,1.74,0.38,0.1,1.32
535,Yadaly Diaby,FRA,FW-MF,Clermont Foot,Ligue 1,21,2000,5,67,0,2.86,0,1.43,1.43
536,Mouctar Diakhaby,FRA,DF,Valencia,La Liga,25,1996,26,1685,0,0.27,0.05,4.97,1.34
537,Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,26,1996,12,877,0,0.21,0.1,2.06,1.24
538,Habib Diallo,SEN,FW,Strasbourg,Ligue 1,26,1995,28,1393,0.71,2.84,0.06,0.71,1.23
539,Ibrahima Diallo,FRA,MF,Southampton,Premier League,23,1999,21,890,0,0.81,0.2,0.81,1.11
540,Mouhamadou Diarra,SEN,MF,Strasbourg,Ligue 1,18,2004,4,109,0,0,0,1.67,1.67
541,Raphael Dias Belloli,BRA,FW-MF,Leeds United,Premier League,25,1996,31,2599,0.35,2.66,0.1,0.73,1.52
542,Krepin Diatta,SEN,MF-DF,Monaco,Ligue 1,23,1999,8,285,0.31,0.94,0,0,0.94
543,Amadou Diawara,GUI,MF,Roma,Serie A,24,1997,4,170,0,0.53,0,1.05,3.16
544,Daniel Didavi,GER,FW-MF,Stuttgart,Bundesliga,32,1990,10,277,0,2.26,0.32,0.32,0.97
545,Bamba Dieng,SEN,FW-MF,Marseille,Ligue 1,22,2000,23,894,0.61,3.43,0,0.81,1.11
546,Eric Dier,ENG,DF,Tottenham,Premier League,28,1994,31,2711,0,0.43,0,4.78,0.53
547,Elhadji Dieye,SEN,MF-FW,FALSE,Ligue 1,19,2002,5,34,0,5,0,0,2.5
548,Lucas Digne,FRA,DF,Aston Villa,Premier League,28,1993,11,819,0,0.66,0.11,3.08,1.76
549,Virgil van Dijk,NED,DF,Liverpool,Premier League,30,1991,32,2880,0.09,0.97,0.03,4.03,0.31
550,Mitchell Dijks,NED,DF,Bologna,Serie A,29,1993,14,589,0,0.77,0.31,0.77,1.23
551,Federico Dimarco,ITA,DF,Inter,Serie A,24,1997,30,1329,0.14,2.23,0.2,0.88,1.15
552,Landry Dimata,BEL,FW-MF,Espanyol,La Liga,24,1997,17,541,0,1.33,0,1.17,2.33
553,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28,1993,28,2502,0,0,0,0.04,0
554,Junior Dina Ebimbe,FRA,MF,Paris S-G,Ligue 1,21,2000,10,316,0,1.14,0,0.86,3.14
555,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,11,579,0,0.47,0,5.78,0.94
556,Issa Diop,FRA,DF,West Ham,Premier League,25,1997,13,963,0,0.19,0.09,4.11,0.56
557,Sofiane Diop,FRA,MF-FW,Monaco,Ligue 1,21,2000,30,1948,0.28,1.71,0.19,0.14,1.25
558,Andy Diouf,FRA,MF,Rennes,Ligue 1,19,2002,5,14,0,0,0,5,5
559,Axel Disasi,FRA,DF,Monaco,Ligue 1,24,1998,30,2541,0.04,0.5,0,3.69,1.6
560,Filippo Distefano,ITA,FW,Fiorentina,Serie A,18,2003,1,2,0,0,0,0,0
561,Moussa Djenepo,MLI,MF,Southampton,Premier League,23,1998,11,438,0,2.04,0,0.61,2.45
562,Koffi Djidji,CIV,DF,Torino,Serie A,29,1992,23,1683,0,0.53,0,3.58,1.39
563,Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27,1994,29,2514,0.04,0.54,0,3.8,1.61
564,Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,1993,28,1986,0,0.63,0.05,3.35,1.04
565,Ouparine Djoco,SEN,GK,Clermont Foot,Ligue 1,24,1998,21,1846,0,0,0,0.05,0.05
566,Marko Dmitrovi?,SRB,GK,Sevilla,La Liga,30,1992,5,450,0,0,0,0,0
567,Lewis Dobbin,ENG,FW-MF,Everton,Premier League,19,2003,3,32,0,0,0,0,0
568,Matt Doherty,IRL,DF,Tottenham,Premier League,30,1992,15,875,0.21,1.65,0.41,1.55,1.44
569,Jeremy Doku,BEL,MF-FW,Rennes,Ligue 1,19,2002,12,438,0.2,0.82,0.41,0,1.63
570,Kasper Dolberg,DEN,FW,Nice,Ligue 1,24,1997,26,1492,0.36,2.35,0.12,1.02,2.05
571,Brandon Domingues,FRA,MF-FW,Troyes,Ligue 1,21,2000,11,231,0.38,1.54,0,0,1.54
572,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21,2001,7,316,0,0.29,0,6,0.86
573,Lee Dongjun,KOR,MF,Hertha BSC,Bundesliga,25,1997,4,118,0,2.31,0,0,1.54
574,Anastasios Donis,GRE,FW-MF,Reims,Ligue 1,25,1996,13,370,0,2.44,0,0.24,2.2
575,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23,1999,16,1440,0,0,0,0,0
576,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,24,1998,28,2196,0.04,0.49,0,1.48,2.54
577,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,24,1997,31,2736,0.13,0.89,0,3.59,0.76
578,Jodel Dossou,BEN,FW,Clermont Foot,Ligue 1,30,1992,32,1853,0.15,2.48,0.05,0.29,1.26
579,Lucas Douath,FRA,MF,FALSE,Ligue 1,18,2003,29,1697,0.05,0.58,0,0.69,2.12
580,Lohann Doucet,FRA,MF,Nantes,Ligue 1,19,2002,2,6,0,0,0,10,0
581,Kamory Doumbia,FRA,MF-FW,Reims,Ligue 1,19,2003,5,134,0,1.33,0.67,2,1.33
582,Moussa Doumbia,MLI,FW,Reims,Ligue 1,27,1994,4,86,0,3,0,0,0
583,Souleyman Doumbia,CIV,DF,Angers,Ligue 1,25,1996,25,2040,0,0.57,0.04,1.41,0.79
584,Kieran Dowell,ENG,FW-MF,Norwich City,Premier League,24,1997,16,700,0.13,1.03,0.13,0.26,2.95
585,Bart?omiej Dr?gowski,POL,GK,Fiorentina,Serie A,24,1997,7,556,0,0,0,0,0
586,Radu Dr?gu?in,ROU,DF,Sampdoria,Serie A,20,2002,13,620,0,0.43,0,4.2,1.3
587,Cody Drameh,ENG,DF,Leeds United,Premier League,20,2001,3,128,0,0,0,1.43,1.43
588,Julian Draxler,GER,FW-MF,Paris S-G,Ligue 1,28,1993,18,548,0.33,1.48,0.16,0.66,0.82
589,Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,33,1989,13,1170,0,0,0,0,0
590,Domingos Duarte,POR,DF,Granada,La Liga,27,1995,17,1327,0.07,0.27,0,5.44,1.63
591,Leo Dubois,FRA,DF,Lyon,Ligue 1,27,1994,22,1697,0,0.53,0,1.69,0.95
592,Ondrej Duda,SVK,MF-FW,FALSE,Bundesliga,27,1994,29,1594,0.11,2.32,0,0.62,2.37
593,Jeremy Dudziak,TUN,MF-FW,FALSE,Bundesliga,26,1995,21,1130,0.16,1.27,0,0.32,1.11
594,Shane Duffy,IRL,DF,Brighton,Premier League,30,1992,18,1436,0.06,1.31,0,5.69,1.25
595,Unai Dufur,ESP,DF,Osasuna,La Liga,23,1999,1,90,0,1,0,3,1
596,Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,30,1830,0.25,1.58,0.15,1.28,1.63
597,Paul Dummett,WAL,DF,Newcastle Utd,Premier League,30,1991,3,198,0,0,0,4.09,1.82
598,Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,30,1712,0.05,0.47,0.11,0.37,1.32
599,Lewis Dunk,ENG,DF,Brighton,Premier League,30,1991,26,2303,0.04,0.7,0,4.18,0.31
600,Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,29,1992,7,474,0,0.19,0.19,2.26,0.57
601,Hugo Duro,ESP,DF-MF,Getafe,La Liga,22,1999,1,12,0,20,0,0,10
602,Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,24,1997,34,2767,0,0.33,0.07,2.67,1.11
603,Paulo Dybala,ARG,FW-MF,Juventus,Serie A,28,1993,26,1816,0.45,4.6,0.25,0.05,0.84
604,Edin D?eko,BIH,FW,Inter,Serie A,36,1986,34,2379,0.49,3.14,0.19,1.1,0.95
605,Enzo Ebosse,CMR,DF,Angers,Ligue 1,23,1999,24,1620,0,0.17,0,2.11,0.78
606,Tyronne Ebuehi,NGA,DF,Venezia,Serie A,26,1995,18,1127,0,0.64,0,2.24,1.84
607,Ederson,BRA,GK,Manchester City,Premier League,28,1993,33,2970,0,0,0,0,0.03
608,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,29,2036,0.04,0.97,0.09,1.46,1.46
609,Lilian Egloff,GER,FW-MF,Stuttgart,Bundesliga,19,2002,4,31,0,0,0,3.33,6.67
610,Kingsley Ehizibue,NED,DF,FALSE,Bundesliga,26,1995,15,617,0,0.72,0.14,3.04,2.17
611,Julian Eitschberger,GER,DF,Hertha BSC,Bundesliga,18,2004,1,45,0,0,0,8,0
612,Albin Ekdal,SWE,MF,Sampdoria,Serie A,32,1989,26,1637,0.05,0.77,0,1.65,2.14
613,Hugo Ekitike,FRA,FW,Reims,Ligue 1,19,2002,21,1150,0.7,2.03,0.16,1.02,1.33
614,Jurgen Ekkelenkamp,NED,MF-FW,Hertha BSC,Bundesliga,22,2000,20,673,0.4,1.87,0,0.4,1.47
615,Caleb Ekuban,GHA,FW-MF,Genoa,Serie A,28,1994,27,1628,0.06,1.88,0.06,0.5,1.44
616,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,19,1079,0.17,1.67,0.17,0.5,0.75
617,Alberth Elis,HON,FW-MF,Bordeaux,Ligue 1,26,1996,20,1409,0.57,1.91,0.06,0.45,1.46
618,Harvey Elliott,ENG,MF,Liverpool,Premier League,19,2003,5,282,0,2.26,0,1.29,0.32
619,Elif Elmas,MKD,FW-MF,Napoli,Serie A,22,1999,34,1513,0.18,1.73,0.12,0.89,1.61
620,Mohamed Elneny,EGY,MF,Arsenal,Premier League,29,1992,10,446,0,0.8,0.4,1.6,0.8
621,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,28,1925,0.19,0.7,0.05,4.35,0.89
622,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,25,1996,28,2430,0.04,0.52,0,4.11,0.81
623,Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,19,2003,33,1786,0.51,2.17,0.05,0.15,1.01
624,Mohamed Elyounoussi,NOR,MF-FW,Southampton,Premier League,27,1994,27,1854,0.19,2.04,0.1,1.02,1.7
625,Adri Embarba,ESP,MF-FW,Espanyol,La Liga,29,1992,29,1888,0,2.24,0.1,1.29,1.71
626,Breel Embolo,SUI,FW-MF,M'Gladbach,Bundesliga,25,1997,27,2014,0.36,1.88,0.13,0.27,2.01
627,Emerson,BRA,DF,Tottenham,Premier League,23,1999,27,1945,0.05,0.42,0.05,3.29,1.62
628,Renaud Emond,BEL,MF-FW,Nantes,Ligue 1,30,1991,6,190,0,0.48,0,0.95,1.43
629,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,24,1997,19,1019,0.35,1.95,0.09,1.24,0.88
630,Keita Endo,JPN,MF-FW,Union Berlin,Bundesliga,24,1997,4,55,0,3.33,0,0,0
631,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,31,2719,0.1,1.29,0.07,1.59,1.06
632,Christian Eriksen,DEN,MF,Brentford,Premier League,30,1992,8,669,0.14,2.16,0.27,0.95,0.68
633,Martin Erlic,CRO,DF,Spezia,Serie A,24,1998,27,2317,0.08,0.54,0,4.63,1.13
634,Gonzalo Escalante,ARG,MF,FALSE,La Liga,29,1993,15,1129,0.32,0.96,0,2.16,2.24
635,Sergio Escudero,ESP,DF-MF,Granada,La Liga,32,1989,24,1178,0.08,1.45,0.08,2.52,0.99
636,Alfonso Espino,URU,DF,FALSE,La Liga,30,1992,33,2969,0.06,0.55,0.06,2.42,1.48
637,Michael Esser,GER,GK,Bochum,Bundesliga,34,1987,2,180,0,0,0,0,0
638,Estanis,ESP,FW,Barcelona,La Liga,18,2003,1,11,0,0,0,0,10
639,Oghenekaro Etebo,NGA,MF,Watford,Premier League,26,1995,7,389,0,0.7,0,1.4,1.86
640,Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,13,932,0.1,0.29,0.1,3.46,0.96
641,Eberechi Eze,ENG,MF-FW,Crystal Palace,Premier League,23,1998,9,336,0.27,1.35,0,0,1.35
642,Abdessamad Ezzalzouli,MAR,FW-DF,Barcelona,La Liga,20,2001,10,580,0.16,2.5,0,0,2.66
643,?ukasz Fabia?ski,POL,GK,West Ham,Premier League,37,1985,34,3060,0,0,0,0,0.03
644,Fabinho,BRA,MF,Liverpool,Premier League,28,1993,27,2198,0.2,0.78,0.04,1.15,1.72
645,Wout Faes,BEL,DF,Reims,Ligue 1,24,1998,34,3060,0.12,0.62,0,4.88,0.62
646,Wahidullah Faghir,DEN,FW,Stuttgart,Bundesliga,18,2003,6,123,0.71,4.29,0,0.71,0
647,Romain Faivre,FRA,MF,Brest,Ligue 1,23,1998,21,1795,0.35,1.61,0.25,0.65,0.7
648,Radamel Falcao,COL,FW,Rayo Vallecano,La Liga,36,1986,18,680,0.79,3.68,0,1.18,2.5
649,Diego Falcinelli,ITA,FW-MF,Bologna,Serie A,30,1991,6,66,0,7.14,0,1.43,2.86
650,Wladimiro Falcone,ITA,GK,Sampdoria,Serie A,27,1995,10,855,0,0,0,0.11,0
651,Fali,ESP,DF-MF,FALSE,La Liga,28,1993,25,1576,0,0.63,0.11,4.4,0.97
652,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,30,2417,0.11,1.04,0.19,2.27,0.97
653,Mohamed Fares,ALG,DF-FW,Genoa,Serie A,26,1996,9,587,0.31,2,0.15,0.77,1.85
654,Diego Farias,BRA,MF-FW,Cagliari,Serie A,31,1990,4,66,0,1.43,0,0,0
655,Noah Fatar,FRA,DF-MF,Angers,Ligue 1,20,2002,2,4,0,0,0,0,0
656,Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,6,229,1.2,5.6,0,0,2.8
657,Julien Faussurier,FRA,MF-DF,Brest,Ligue 1,35,1987,16,489,0,0.74,0.19,1.3,1.11
658,Andrea Favilli,ITA,FW,Genoa,Serie A,24,1997,1,36,0,0,0,5,0
659,Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,13,1164,0.08,0.93,0,4.96,0.93
660,Aleix Febas,ESP,MF,Mallorca,La Liga,26,1996,4,117,0,0,0,0,1.54
661,Adrian Fein,GER,MF,FALSE,Bundesliga,23,1999,3,32,0,2.5,0,0,2.5
662,Nabil Fekir,FRA,MF,Betis,La Liga,28,1993,30,2488,0.22,2.83,0.25,0.14,2.25
663,Felipe,BRA,DF,FALSE,La Liga,32,1989,22,1372,0.13,0.66,0.07,4.41,1.51
664,Luiz Felipe,ITA,DF,Lazio,Serie A,25,1997,30,2446,0,0.18,0,4.01,1.14
665,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,12,697,0,0.26,0,5.19,1.3
666,Evan Ferguson,IRL,MF,Brighton,Premier League,17,2004,1,23,0,0,0,0,0
667,Nathan Ferguson,ENG,DF,Crystal Palace,Premier League,21,2000,1,9,0,0,0,0,0
668,Bruno Fernandes,POR,MF,Manchester Utd,Premier League,27,1994,34,2931,0.31,2.45,0.18,1.2,1.26
669,Edimilson Fernandes,SUI,DF-FW,Arminia,Bundesliga,26,1996,7,283,0,1.29,0,1.94,0.97
670,Fernandinho,BRA,MF,Manchester City,Premier League,37,1985,15,708,0.25,1.9,0.13,1.77,2.53
671,Fernando,BRA,MF-DF,Sevilla,La Liga,34,1987,24,1850,0.05,0.34,0.05,2.23,0.92
672,Alex Ferrari,ITA,DF,Sampdoria,Serie A,27,1994,20,1373,0,0.13,0,3.79,1.57
673,Salvador Ferrer,ESP,DF-MF,Spezia,Serie A,24,1998,25,1345,0,0.4,0.07,2.75,0.81
674,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,32,2731,0,0.43,0.07,1.09,1.62
675,Riccardo Fiamozzi,ITA,DF,Empoli,Serie A,28,1993,9,543,0,0,0,1.17,0.67
676,Fidel,ESP,MF,Elche,La Liga,32,1989,30,2145,0.21,0.63,0.21,0.88,1.22
677,Karol Fila,POL,DF,Strasbourg,Ligue 1,23,1998,13,480,0,0,0,1.51,1.32
678,Alfre? Finnbogason,ISL,FW-MF,Augsburg,Bundesliga,33,1989,9,270,0.67,2,0.33,1.33,1
679,Luca Fiordilino,ITA,MF,Venezia,Serie A,25,1996,12,528,0,0.34,0,0.85,0.85
680,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1,90,0,0,0,0,0
681,Roberto Firmino,BRA,FW,Liverpool,Premier League,30,1991,18,887,0.51,2.42,0.3,0.2,0.91
682,Junior Firpo,ESP,DF,Leeds United,Premier League,25,1996,20,1395,0,0.58,0.06,2.45,2.45
683,Mark Flekken,NED,GK,Freiburg,Bundesliga,28,1993,30,2700,0,0,0,0,0
684,Ashley Fletcher,ENG,FW,Watford,Premier League,26,1995,3,30,0,6.67,0,0,3.33
685,Alexis Flips,FRA,FW-MF,Reims,Ligue 1,22,2000,23,1032,0.17,1.48,0.35,1.13,1.48
686,Alessandro Florenzi,ITA,DF-FW,Milan,Serie A,31,1991,21,1124,0.08,1.68,0,1.12,0.88
687,Phil Foden,ENG,FW,Manchester City,Premier League,21,2000,25,1930,0.37,2.48,0.23,0.05,0.7
688,Mamadou Fofana,MLI,DF,Metz,Ligue 1,24,1998,1,33,0,0,0,5,0
689,Seko Fofana,CIV,MF,Lens,Ligue 1,26,1995,35,3087,0.2,2.54,0.03,0.44,0.85
690,Wesley Fofana,FRA,DF,Leicester City,Premier League,21,2000,3,270,0,0.67,0,4.33,1.67
691,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,30,1920,0,1.27,0.19,0.85,1.6
692,Thomas Foket,BEL,DF-MF,Reims,Ligue 1,27,1994,26,1965,0.05,0.37,0,1.38,1.33
693,Thomas Fontaine,MAD,DF,Lorient,Ligue 1,30,1991,2,167,0,0,0,4.21,2.11
694,Fernando Forestieri,ITA,FW-MF,Udinese,Serie A,32,1990,4,58,3.33,5,1.67,1.67,8.33
695,Pablo Fornals,ESP,FW-MF,West Ham,Premier League,26,1996,33,2536,0.21,1.42,0.07,0.57,0.99
696,Emil Forsberg,SWE,MF-FW,RB Leipzig,Bundesliga,30,1991,29,1564,0.29,2.13,0.11,0.29,0.63
697,Adam Forshaw,ENG,MF,Leeds United,Premier League,30,1991,22,1530,0,0.82,0.06,1.12,2.24
698,Marcus Forss,FIN,FW-MF,Brentford,Premier League,22,1999,7,209,0,2.17,0.43,0,1.74
699,Fraser Forster,ENG,GK,Southampton,Premier League,34,1988,18,1620,0,0,0,0.22,0
700,Francesco Forte,ITA,FW,Venezia,Serie A,29,1993,12,422,0.21,2.34,0,0.64,2.34
701,Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,1,90,0,0,0,2,2
702,Ben Foster,ENG,GK,Watford,Premier League,39,1983,23,2070,0,0,0.04,0.26,0.04
703,Tariqe Fosu,GHA,DF,Brentford,Premier League,26,1995,1,17,0,5,0,0,0
704,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,24,1998,6,145,0,0,0,1.25,0.63
705,Dimitri Foulquier,FRA,DF,Granada,La Liga,29,1993,2,180,0,0,0,2,0.5
706,Juan Foyth,ARG,DF,Villarreal,La Liga,24,1998,22,1681,0,0.16,0.05,2.83,1.76
707,Gianluca Frabotta,ITA,FW,Hellas Verona,Serie A,22,1999,1,2,0,0,0,0,0
708,Raphael Framberger,GER,DF-MF,Augsburg,Bundesliga,26,1995,22,803,0,0.11,0,3.15,2.02
709,Przemys?aw Frankowski,POL,DF,Lens,Ligue 1,27,1995,34,2234,0.2,1.21,0.2,1.69,1.49
710,Enric Franquesa,ESP,DF,Levante,La Liga,25,1997,16,625,0,0.14,0,1.74,1.3
711,Ryan Fraser,SCO,FW-MF,Newcastle Utd,Premier League,28,1994,26,1451,0.12,1.43,0.19,0.56,0.75
712,Davide Frattesi,ITA,MF,Sassuolo,Serie A,22,1999,33,2629,0.14,2.05,0.03,1.51,1.44
713,Fred,BRA,MF,Manchester Utd,Premier League,29,1993,26,1909,0.19,0.71,0.19,1.37,1.89
714,Ryan Fredericks,ENG,DF,West Ham,Premier League,29,1992,7,307,0,0,0,2.65,0.88
715,Morten Frendrup,DEN,DF-MF,Genoa,Serie A,21,2001,7,538,0,0.33,0,1.5,1.83
716,Remo Freuler,SUI,MF,Atalanta,Serie A,30,1992,26,2140,0.04,0.71,0.13,1.13,1.68
717,Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,26,1995,6,430,0,0.63,0,3.96,1.04
718,Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,21,2000,25,2052,0.04,0.48,0.26,1.58,0.83
719,Jorge de Frutos,ESP,MF-FW,Levante,La Liga,25,1997,25,1760,0.2,2.35,0.36,0.66,1.94
720,Leo Fuhr Hjelde,NOR,DF,Leeds United,Premier League,18,2003,2,150,0,0,0,4.71,0.59
721,Angelo Fulgini,FRA,MF-FW,Angers,Ligue 1,25,1996,33,2671,0.17,1.72,0.1,0.1,1.28
722,Marius Funk,GER,GK,FALSE,Bundesliga,26,1996,8,720,0,0,0,0,0.13
723,Matteo Gabbia,ITA,DF,Milan,Serie A,22,1999,8,537,0,0.17,0,2.33,1.33
724,Manolo Gabbiadini,ITA,FW-MF,Sampdoria,Serie A,30,1991,18,1140,0.47,3.46,0.08,0.79,1.02
725,Mijat Ga?inovi?,SRB,FW-DF,Hoffenheim,Bundesliga,27,1995,4,110,0,0.83,0,3.33,3.33
726,Gianluca Gaetano,ITA,MF,Napoli,Serie A,22,2000,2,20,0,0,0,0,5
727,Luca Gagliano,ITA,MF-DF,Cagliari,Serie A,21,2000,2,13,0,0,0,0,0
728,Roberto Gagliardini,ITA,MF,Inter,Serie A,28,1994,17,615,0.29,1.18,0.15,0.74,3.38
729,Riccardo Gagliolo,SWE,DF,Salernitana,Serie A,32,1990,17,1138,0,0.63,0.08,4.6,0.79
730,Nicolas Galazzi,ITA,DF,Venezia,Serie A,21,2000,1,16,0,0,0,0,10
731,Thiago Galhardo,BRA,FW-MF,Celta Vigo,La Liga,32,1989,27,820,0.11,2.31,0.11,1.1,2.53
732,Conor Gallagher,ENG,MF,Crystal Palace,Premier League,22,2000,30,2586,0.28,1.64,0.1,0.91,2.61
733,Gauthier Gallon,FRA,GK,Troyes,Ligue 1,29,1993,30,2700,0,0,0,0.03,0
734,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,32,1989,21,1542,0.06,0.29,0,2.34,1.17
735,Idrissa Gana Gueye,SEN,MF,Paris S-G,Ligue 1,32,1989,24,1615,0.17,1.23,0.06,0.67,2.51
736,Ignatius Ganago,CMR,FW,Lens,Ligue 1,23,1999,25,988,0.36,2.64,0,0.18,0.73
737,Francisco Garcia,ESP,DF,Rayo Vallecano,La Liga,22,1999,31,2755,0.03,0.82,0,2.03,0.88
